amount,hour1,state1,zip1,custAttr1,field1,custAttr2,field2,hour2,flag1,total,field3,field4,indicator1,indicator2,flag2,flag3,flag4,flag5,fraud,day
38.85,13,FL,336,1234567890159360,2,upvspmghclygi@tampabay.rr.com,0,13,0,38.85,1410,23,0,0,1,1,0,1,0,48
38.85,11,TX,767,1234567890180610,2,zkrkfagfiwneo@wjqnamadbrxilslg.org,1,11,0,38.85,2860,29,0,0,1,1,0,1,0,76
38.85,17,CT,61,1234567890189590,2,homhpchljhpua8@aol.com,1,17,1,38.85,-634,9,0,0,0,0,0,3,1,88
38.85,18,NY,115,1234567890166010,3,xysugyzmexldj@yahoo.com,1,18,0,**,2405,17,0,0,0,0,0,1,0,56
38.85,6,MD,207,1234567890167840,2,ydhoyinrkwjnp1220@aol.com,1,7,1,38.85,1648,22,0,0,0,0,0,1,0,59
11.01,8,NY,100,1234567890181360,3,vuyiullwimtkx@hotmail.com,0,8,1,11.01,1944,9,1,0,1,0,0,2,1,77
31.08,21,NJ,87,1234567890175690,3,xanzsaxbogtpk@ymjfd.pl,0,21,0,31.08,6545,13,0,0,1,0,0,1,0,69
12.95,7,FL,334,1234567890138600,2,lepgauoojcecz2@yahoo.com,0,7,0,12.95,335,17,0,0,1,1,0,1,0,22
10.36,16,CA,914,1234567890124670,3,mllzmltkxqrrt@sbcglobal.net,1,16,1,10.36,-6846,9,1,0,0,0,0,2,0,2
0,12,LA,708,1234567890125120,4,zsxbringavcae@cbbtr.com,0,12,0,0,3373,11,1,0,1,1,0,1434,1,3
38.85,23,CA,902,1234567890131180,3,aotftxhrszqtv@ahopihsuhufj.net,0,23,0,**,6732,20,0,0,1,0,0,1,0,12
25.9,18,CA,926,1234567890189610,3,xtivjwzzsolvv@sbcglobal.net,0,18,1,25.9,5410,10,0,0,0,0,0,1,0,88
10.36,11,WI,537,1234567890186070,3,xybayfjpifeim12@charter.net,1,11,1,10.36,4550,9,0,0,0,1,0,2,0,83
10.36,20,CA,917,1234567890142490,3,bnsklwsjwmjwk1129@aol.com,0,20,1,10.36,2722,18,0,0,1,1,0,1,1,28
38.85,15,GA,302,1234567890140090,3,vugjcnwkckkyi699633319@yahoo.com,0,15,1,38.85,2664,9,0,0,1,1,0,1,0,70
49.95,17,CA,941,1234567890140150,0,seravhdtoxffu@att.net,1,17,1,49.95,-6454,14,0,0,1,1,0,1,0,23
12.95,0,IL,606,1234567890163870,3,porkfrcqtokxx@hotmail.com,1,0,1,12.95,2309,11,0,0,0,0,0,1,0,54
49.95,3,WA,981,1234567890176950,2,wxanvbpxbvytp@comcast.net,1,3,0,49.95,4365,7,0,0,1,0,0,1,0,71
12.95,12,MS,388,1234567890179970,3,usghgtcoxxakl@yahoo.com,1,12,1,12.95,3093,22,0,0,1,1,0,1,0,75
12.95,22,CA,926,1234567890123970,0,ynozmyepftucq@wellsfargo.com,0,22,1,12.95,2439,8,0,0,0,0,0,4,0,22
12.95,18,CA,950,1234567890140240,3,diiypbijublxn@att.net,1,18,0,12.95,-12857,14,0,0,0,1,0,1,0,23
31.08,11,PA,191,1234567890149470,3,lbvrikfsrhtmb@amjjonyy.com,0,11,0,31.08,2217,10,0,0,0,0,0,1,0,35
0,14,LA,708,1234567890149690,4,pugrmyvovmvyp@cbbtr.com,0,14,0,0,-7454,13,0,0,1,1,0,364,1,35
12.95,15,FL,334,1234567890151420,2,qaqwhdibfqdwp@bnrprkpimuihfnqja.com,1,15,0,12.95,1241,6,0,0,1,0,0,1,0,37
12.95,16,NE,680,1234567890139310,3,tkghespliohnq@qwest.net,1,16,0,12.95,-14460,18,0,0,0,0,0,3,1,36
38.85,13,NY,125,1234567890165740,2,pzvedgrszadaw@aol.com,0,13,0,38.85,3748,23,0,0,1,1,0,1,0,56
0,11,TN,379,1234567890192550,4,antihyknzxmva@choicedata.com,0,11,0,0,-13412,12,0,0,1,1,0,1600,1,92
12.95,11,AZ,852,1234567890164780,2,dgrwrfnnzernl@dancris.com,0,11,1,12.95,-2619,17,0,0,0,0,0,2,0,84
38.85,10,IL,622,1234567890138770,2,eegcgprbceycx@ibjkou.org,1,10,0,**,4811,9,0,0,1,1,0,1,0,22
38.85,9,VA,201,1234567890183940,3,cagztmvewqmzm69@sprintpcs.com,0,9,0,38.85,1710,12,0,0,1,0,0,1,0,80
,9,OH,447,1234567890170660,3,afjowkqgckdze@neo.rr.com,1,9,1,12.95,-5128,9,0,0,0,0,0,2,0,63
31.08,8,NC,285,1234567890135340,3,klmyppfmxkfxr@jmel.us,0,8,1,31.08,5873,13,0,0,0,0,0,1,0,65
,11,NY,103,1234567890193350,3,afniqamvoguvd@aol.com,0,11,0,12.95,5939,9,0,0,1,1,0,1,0,93
49.95,18,OH,441,1234567890151560,2,eqhtbpawpehat@aol.com,1,18,0,49.95,-2061,6,0,0,1,0,0,1,0,37
38.85,17,GA,301,1234567890180950,3,xuqzjkkvjfhyr@progressive.com,0,17,0,38.85,4029,33,0,0,1,1,0,1,0,76
12.95,12,NY,114,1234567890140750,2,adxduqchenxsg276@aol.com,0,12,1,12.95,380,9,0,0,0,0,0,1,0,24
,23,NY,114,1234567890152390,2,hvcsenrzgbwxx694@aol.com,0,23,0,49.95,5070,15,0,0,0,0,0,1,0,38
12.95,0,CA,900,1234567890179160,3,kbgjidfchkzre@sbcglobal.net,1,0,1,12.95,5720,7,0,0,0,0,0,1,0,74
38.85,0,CA,960,1234567890125940,2,oggewixutivso@juno.com,1,0,0,38.85,7339,19,0,0,0,0,0,1,1,5
,12,CA,907,1234567890180660,2,zeupfvehnkhnm@hotmail.com,1,12,0,38.85,-5842,15,0,0,0,0,0,1,0,76
11.01,22,MI,489,1234567890150130,2,nodambjatslfg990@comcast.net,0,22,1,11.01,1217,8,0,0,1,0,0,1,0,35
38.85,9,FL,333,1234567890190640,2,shshhgqvwpdsd2002@yahoo.com,0,9,0,38.85,860,21,0,0,0,1,0,1,0,90
12.95,14,CA,951,1234567890125180,0,mdfbmoxrodika@uatkc.com,0,14,1,12.95,4900,9,0,0,1,1,0,1,0,3
,22,NJ,82,1234567890143470,0,eglbyhubxogzb@cs.com,0,22,1,38.85,2214,7,0,0,0,0,0,1,0,27
,23,IL,605,1234567890141830,2,nxaueefeezqta@hotmail.com,1,23,0,49.95,-3557,7,0,0,1,1,0,2,0,25
31.08,13,FL,328,1234567890196340,2,fbrktpwuytyqd@ypthjtoky.com,1,13,0,31.08,-203,11,0,0,1,0,0,1,0,98
38.85,21,CA,920,1234567890171850,3,erqsnwbmtkzso@hotmail.com,0,21,0,**,3366,9,0,0,0,0,0,1,0,64
49.95,13,NY,100,1234567890127960,3,cenrxlbrqjbus@aol.com,1,13,0,49.95,3771,10,0,0,1,1,0,1,0,8
12.95,9,NC,285,1234567890193790,3,ylaboeonkrzpc@yahoo.com,1,9,0,12.95,2977,11,0,0,0,0,0,1,0,97
38.85,18,CA,945,1234567890146030,3,yobfcwwophoyk@eviocmhlwmwsqpl.com,0,18,0,38.85,4576,8,0,0,0,1,0,1,0,30
12.95,10,GA,306,1234567890167950,3,eoxluxzzlyxcu@uga.edu,0,10,0,12.95,-641,14,1,0,1,1,0,1,0,59
12.95,21,FL,330,1234567890130330,0,eagjkjvditwnq1970@aol.com,1,21,0,12.95,2298,15,0,0,0,0,0,1,0,11
38.85,16,VA,222,1234567890174560,3,vsuvnnkpxapqd1@hotmail.com,1,16,1,38.85,-3381,6,1,0,1,0,0,2,0,68
12.95,23,FL,320,1234567890144530,3,hckmokxfroeub@hotmail.com,0,23,1,12.95,1978,9,0,0,0,0,0,1,0,28
11.01,22,TX,752,1234567890173280,2,poyhitvsflvpn@sbcglobal.net,1,22,1,11.01,2782,9,0,0,1,0,0,1,0,66
12.95,10,MD,207,1234567890166450,2,rwfrtjpjnocou@msn.com,1,10,1,12.95,5379,15,0,0,1,0,0,1,0,80
0,12,LA,704,1234567890138920,4,pugrmyvovmvyp@cbbtr.com,0,12,0,0,-4181,13,0,0,1,1,0,364,1,22
25.9,10,MD,207,1234567890135520,3,xpocqqpzpczgy4@aol.com,0,10,1,25.9,3140,18,0,0,1,1,0,1,1,18
38.85,16,NY,109,1234567890153560,3,ekcgjvuipdngb@lxvaffmrc.edu,0,16,0,38.85,4640,11,0,0,0,0,0,1,0,40
31.08,22,OH,441,1234567890149170,3,wcqglmsoeqxyz@knacmq.com,0,22,1,31.08,5644,9,0,0,1,0,0,1,0,34
38.85,15,WA,981,1234567890192790,3,wfonkuvgintzv@fgyzspkighl.com,0,15,0,38.85,1055,6,1,0,0,0,0,1,0,92
38.85,23,AZ,852,1234567890124890,3,vvlockuxtalbc76@hotmail.com,0,23,0,38.85,4366,19,1,0,1,1,0,1,0,2
12.95,16,MO,630,1234567890171620,2,cdlodmyhjhaxs@hotmail.com,0,16,0,12.95,5179,25,0,0,0,0,0,1,0,64
25.9,12,MT,594,1234567890155810,3,qljnxrkpsovbh10@att.net,0,12,0,25.9,-5290,16,0,0,1,1,0,1,0,43
38.85,1,MD,219,1234567890137410,3,vsrwdwxnswfgw@comcast.net,1,1,0,38.85,4297,23,0,0,0,0,0,1,0,21
38.85,11,FL,328,1234567890128580,0,iztqwqhzeeeyf@utyhkscuyficymh.com,0,11,1,38.85,74,9,0,0,1,1,0,1,0,9
38.85,19,WA,983,1234567890165150,3,bteknpbthondl@bp.com,0,19,0,38.85,-5772,15,0,0,0,0,0,1,0,55
38.85,11,MD,207,1234567890126470,2,lwwbzhdcuzhxy@msn.com,0,11,0,38.85,4697,15,0,0,0,0,0,1,0,6
,11,IL,600,1234567890145630,3,qouaaxkdqvkfz@sbcglobal.net,1,11,1,36.9,-2887,7,0,0,1,0,0,1,0,30
38.85,14,OH,441,1234567890177370,2,sttzdtqskapfb@hionivoeuw.com,0,14,0,38.85,-4211,18,0,0,0,1,0,1,0,71
12.95,13,CA,956,1234567890171490,3,hzsosbsssiiiy@hotmail.com,0,13,1,12.95,2729,19,0,0,0,0,0,1,0,64
38.85,17,WY,820,1234567890181820,2,hpgiqbmwtujja@softhome.net,0,17,0,38.85,798,10,0,0,0,0,0,1,0,77
25.9,13,FL,331,1234567890154170,2,lrazfefmbskil@yahoo.com,0,13,1,25.9,1234,9,0,0,0,0,0,1,0,41
31.08,12,VA,225,1234567890125660,3,grjjibmroydas@att.net,1,12,1,31.08,4419,8,0,1,0,0,0,1,0,4
38.85,20,FL,329,1234567890165230,0,rjcajbywlkbpt@aol.com,0,20,1,38.85,2427,9,0,0,0,0,0,1,0,55
38.85,16,MD,207,1234567890184960,3,sifcuxxcwdkgm@comcast.net,1,16,0,38.85,6428,21,0,0,1,0,0,1,0,81
38.85,17,CA,946,1234567890173120,3,mrdjxjxrhpbhl@sbcglobal.net,1,17,0,38.85,-3305,24,0,0,1,1,0,1,0,66
31.08,16,NY,114,1234567890148850,3,bgeuxxddxqfsj@hotmail.com,1,16,1,31.08,4173,8,0,0,0,0,0,1,0,34
12.95,19,CA,930,1234567890179640,0,wphuzvarpqtmb@yahoo.com,1,19,0,12.95,5269,18,0,0,1,0,0,1,0,74
12.95,18,NC,282,1234567890146810,2,pssriubtedndl2004@yahoo.com,0,18,0,12.95,-2235,26,0,0,1,1,0,1,0,31
12.95,5,CA,931,1234567890133110,3,gfiilpndgbvyh@hotmail.com,0,5,0,12.95,-585,11,0,0,0,0,0,3,0,15
0,9,LA,708,1234567890177050,4,zwzihwgzxohnq@cbbtr.com,0,9,1,0,5658,13,0,0,1,1,0,3278,1,71
38.85,15,FL,329,1234567890138230,3,tizfnwawfnijn@cfl.rr.com,1,15,0,38.85,4069,11,0,0,0,0,0,1,0,65
12.95,16,TN,378,1234567890188160,2,bjezvgvmpubjl1611@aol.com,0,16,1,12.95,-635,7,0,0,1,1,0,2,0,88
38.85,10,TX,752,1234567890168720,0,cuqoxqphogyfd405@aol.com,1,10,0,38.85,-279,13,0,0,0,0,0,1,0,60
12.95,21,NY,118,1234567890185100,0,iyxvvhnarvkki105@msn.com,0,21,1,12.95,462,9,0,0,1,0,1,1,0,81
12.95,15,CA,911,1234567890136850,3,baukdakjgfdak@earthlink.net,0,15,1,12.95,2169,24,1,0,0,0,0,1,0,22
0,8,TX,769,1234567890177000,4,dimqrwsvjwyql@cccsfw.org,0,8,1,0,-4366,8,0,0,0,0,0,119,1,71
38.85,19,TX,770,1234567890134510,1,gjvkqzukwvgqx@hotmail.com,0,19,0,38.85,-900,10,0,0,0,0,0,1,0,16
,1,OH,440,1234567890169220,3,avciwezewhtal@jwwwewzcx.net,1,1,0,38.85,-3994,19,0,0,0,0,0,1,0,61
38.85,14,KS,672,1234567890188490,3,bsfxmyxyyprci@xamtskrpzvdhbcpcp.com,1,14,0,38.85,-2194,27,0,0,1,1,0,1,0,86
49.95,22,NV,891,1234567890178450,3,qrznmkyufvtxy@cox.net,1,22,0,49.95,2368,19,0,0,1,0,0,1,0,72
20.72,11,WI,534,1234567890190720,0,fqexsvpchimom@aol.com,0,11,0,20.72,1730,17,0,0,0,1,0,1,0,90
12.95,20,TX,782,1234567890130260,2,ipvlbqqjsnzli75@att.net,1,20,0,12.95,-2402,15,0,0,0,0,0,1,0,11
12.95,0,TN,383,1234567890174870,3,wjtelnzuchknr@earthlink.net,1,0,0,12.95,-8308,20,0,0,0,0,0,1,0,69
38.85,13,CA,945,1234567890153400,2,bexdysarpakuk@yahoo.com,1,13,1,38.85,2736,7,0,0,1,0,0,1,0,40
12.95,0,WA,982,1234567890159050,3,hrqhsjgxebkkz2000@verizon.net,0,0,1,12.95,2629,15,0,0,0,0,0,1,0,48
38.85,18,MD,212,1234567890163070,0,veootepebhzar@comcast.net,1,18,0,38.85,1519,9,0,0,0,0,0,2,0,52
31.08,6,CA,951,1234567890171250,2,jqmirkanoqlka@sbcglobal.net,1,6,1,31.08,2413,10,0,0,1,0,0,1,0,64
0,20,IL,600,1234567890124800,4,qmtcmmbysnfyo@yahoo.com,0,20,1,0,5829,7,0,0,1,1,0,1,1,2
10.36,18,CA,941,1234567890129680,3,scyuxekbcybqk@pqqcmvorka.com,0,18,0,10.36,5053,8,0,0,0,0,0,1,0,10
31.08,21,FL,331,1234567890167020,2,tbaobcyeidone@aol.com,1,21,0,31.08,2363,18,0,0,1,1,0,1,0,57
0,16,NV,891,1234567890191980,4,bbdmyzgnagivm@msn.com,0,16,0,0,-5393,17,0,0,0,0,0,1,0,91
12.95,8,GA,300,1234567890151050,2,fqjnimgjljlsn@yahoo.com,0,8,0,12.95,687,27,0,0,1,0,0,1,1,37
,8,LA,707,1234567890134780,4,pugrmyvovmvyp@cbbtr.com,1,8,1,0,1703,13,1,0,1,1,0,364,1,17
12.95,19,CA,912,1234567890192970,3,oupjvperdxcix75@yahoo.com,1,19,0,12.95,4614,8,1,0,1,1,0,1,0,92
10.36,2,NV,891,1234567890183850,3,fztmybkvomrae@aol.com,1,2,0,10.36,-4828,17,0,0,0,0,0,1,1,80
38.85,16,IN,460,1234567890174580,2,cibpkzufrhvtm@insightbb.com,0,16,0,38.85,7065,15,0,0,0,0,0,2,0,68
38.85,21,CA,932,1234567890147530,2,qpammqnmoegto@aol.com,1,21,0,38.85,401,17,0,0,1,1,0,1,0,32
38.85,19,OH,441,1234567890149050,3,lsubrmnracppg@ikdm.org,1,19,1,38.85,2741,9,0,0,0,0,0,1,0,34
12.95,14,TX,773,1234567890162270,3,kwvgwyeuuvjuk@msn.com,1,14,1,12.95,1097,8,0,0,0,0,0,1,0,91
12.95,13,NY,91,1234567890154120,3,ifmvaimevzgzh03@yahoo.com,0,13,1,12.95,2376,18,0,0,1,1,0,1,0,41
11.65,12,CT,68,1234567890151990,0,jswvvpotfqbju@ojekabil.com,0,12,1,11.65,-24,17,0,0,1,1,0,2,0,38
38.85,17,NV,890,1234567890167570,2,aoycpkgozrlrk@yahoo.com,0,17,0,38.85,-5382,21,0,0,0,1,0,1,1,58
38.85,17,NJ,85,1234567890154390,3,zzajsydatpdra@att.net,0,17,0,38.85,-5260,18,0,0,1,1,0,1,0,41
,10,FL,324,1234567890148410,2,kuilagogmqwcl1801999@yahoo.com,0,10,0,38.85,7433,26,0,0,1,0,0,1,0,34
10.36,8,NY,125,1234567890156470,2,tixugafufobvg@yahoo.com,0,8,1,10.36,3857,22,0,1,0,1,0,2,0,44
,8,IL,616,1234567890176750,3,ajnyycufaurmp3@insightbb.com,0,8,1,38.85,-351,10,0,0,0,0,0,2,0,92
12.95,13,GA,300,1234567890125150,3,ljuelbvrukjjf@yahoo.com,1,13,0,12.95,1563,23,0,0,1,1,0,1,0,3
38.85,13,FL,329,1234567890125350,3,eowtsfyhtaplj@itt.com,0,13,1,38.85,-9103,31,0,0,0,0,0,1,1,36
12.95,20,GA,314,1234567890182840,3,mswgltqrqadrb150@yahoo.com,0,20,1,12.95,2386,9,1,0,0,1,0,1,1,78
38.85,21,CT,63,1234567890155440,2,npcrdlfhpciib@snet.net,0,21,1,38.85,4810,7,0,0,0,0,0,1,0,42
38.85,14,FL,331,1234567890162050,3,dhpanglycfssz@bdybu.org,0,14,0,38.85,-5619,17,0,0,0,0,0,1,0,51
0,16,MA,21,1234567890145110,4,mwjmsyvxsqfxh@verizon.net,0,16,0,0,4152,24,0,0,0,0,0,1,1,29
12.95,11,KY,427,1234567890132340,2,svdjkznyrxzcp1@netscape.net,0,11,0,12.95,-1955,20,1,0,1,1,0,1,0,14
49.95,14,PA,190,1234567890145800,3,dqttnwzxtlida87@hotmail.com,1,14,0,49.95,1882,10,0,0,1,0,0,1,0,30
12.95,10,NJ,84,1234567890159210,0,syktjtfaqgypz6200@aol.com,0,10,1,12.95,-86,13,0,0,0,0,0,1,0,48
0,13,PA,153,1234567890132470,4,dimqrwsvjwyql@cccsfw.org,0,13,0,0,5997,14,0,0,1,1,0,118,1,14
49.95,1,CA,900,1234567890129190,2,jqkqllbtpgsuv@hotmail.com,1,1,0,49.95,4800,24,1,0,1,0,0,2,0,10
38.85,14,IL,622,1234567890170900,3,zhiqtjuypvqiz@idzifcdnjs.org,1,14,1,38.85,-2919,10,0,0,0,0,0,1,0,63
12.95,20,VA,220,1234567890129750,3,lztddbarhnrbf@comcast.net,1,20,1,12.95,3606,8,0,0,1,1,0,1,0,10
38.85,17,GA,303,1234567890149880,1,jyhvwoggzarsz@xqbu.com,1,17,0,38.85,107,20,1,0,0,0,0,1,0,35
38.85,10,VA,222,1234567890191590,0,vccmoifijwcjo@msn.com,1,10,0,38.85,-267,19,1,0,1,0,0,1,0,91
59.4,20,OH,430,1234567890167700,3,ozpnaxgbropsh1@columbus.rr.com,0,20,1,**,4112,9,0,0,0,0,1,1,0,58
,18,HI,967,1234567890189620,3,yajtelejyaksi808@yahoo.com,1,18,0,49.95,1844,18,1,0,1,0,0,1,0,88
38.85,22,MI,481,1234567890176840,2,qhomjosxthxqg@gbsalesservice.com,1,22,1,38.85,1082,10,0,0,1,1,0,2,0,70
31.08,11,FL,322,1234567890151970,3,tnyvvjnakwviv52377@hotmail.com,1,11,0,31.08,-3239,23,0,0,0,0,0,2,1,44
12.95,1,CA,956,1234567890179170,3,vnpolwsfpchrh007@mac.com,0,1,1,12.95,1435,9,0,0,0,0,0,2,0,74
49.95,8,VA,236,1234567890152500,2,dlxvgparrvtnl@cox.net,0,8,0,49.95,-177,11,0,0,0,0,0,1,0,39
38.85,14,PA,156,1234567890144940,2,vczadbmnkzsap@alltel.net,0,14,0,38.85,-2255,18,0,0,0,0,0,1,0,29
,14,TX,778,1234567890164160,3,iwqmcuaekknaf@hotmail.com,0,14,0,38.85,-7116,23,0,0,1,0,0,1,0,54
12.95,0,MI,492,1234567890148100,2,jcsjrwobjzlae@merillat.com,1,0,1,12.95,766,6,0,0,1,1,0,1,0,45
38.85,21,CA,920,1234567890133800,3,jwbjlsmrikltv@hotmail.com,1,21,1,38.85,2037,9,0,0,1,1,0,1,0,15
38.85,12,NY,109,1234567890126940,1,vkboteaibpeto4257@optonline.net,0,12,1,38.85,-2625,8,0,0,0,0,0,4,0,84
38.85,15,CA,913,1234567890165860,2,lraefzxvxvnti@sbcglobal.net,0,15,1,38.85,1237,11,0,0,1,0,0,1,0,56
31.08,7,NC,282,1234567890168590,2,cqxktzwspoauw@aol.com,1,7,1,31.08,-5167,16,0,0,1,1,0,1,0,88
38.85,13,NJ,85,1234567890143930,0,pwftwqffqikpe@cs.com,0,13,0,38.85,-8450,14,0,0,0,0,0,1,0,28
49.95,12,CT,61,1234567890138870,3,pooodotgymwln@hotmail.com,1,12,0,49.95,5690,20,0,0,1,1,0,1,0,22
38.85,11,PA,152,1234567890156590,3,bwhkrctdwipyt0407@hotmail.com,0,11,0,38.85,1760,22,0,0,1,1,0,1,0,44
20.72,19,OH,441,1234567890141160,2,ddudfpzitznuw216@earthlink.net,0,19,1,20.72,3990,18,0,0,1,0,0,2,0,44
12.95,23,OR,972,1234567890165340,3,flmqkblbqmhqy@hotmail.com,0,23,1,12.95,1631,14,0,0,1,1,0,2,0,55
49.95,22,TX,786,1234567890130410,1,ffabotympushs1@mxgqgm.org,0,22,1,49.95,-4777,9,0,0,0,0,0,1,1,11
38.85,20,VA,240,1234567890158930,3,izclftradaqjd02@adelphia.net,0,20,1,38.85,-4631,9,0,0,0,0,0,1,0,47
12.95,20,MN,553,1234567890195930,2,svlokmtrrxklj@sherbtel.net,0,20,1,12.95,1150,8,0,0,0,0,0,1,0,97
12.95,14,CA,921,1234567890178120,3,mnhhtufqzdxfe@icmdrwljt.com,1,14,1,12.95,6777,10,0,0,0,0,0,7,1,72
38.85,8,MD,217,1234567890196880,3,snkepekcehlrn02@aol.com,0,8,0,38.85,6388,7,0,0,0,0,0,1,0,99
0,14,LA,707,1234567890131650,4,zwzihwgzxohnq@cbbtr.com,1,14,0,0,-3620,16,0,0,1,1,0,3278,1,13
38.85,22,MS,386,1234567890180350,3,ryursluabgstu2001@yahoo.com,1,22,1,38.85,2754,8,0,0,0,1,0,1,1,75
31.08,15,CA,956,1234567890182580,3,yqmcblxxkysdx@sbcglobal.net,0,15,1,31.08,2889,30,0,0,0,0,0,1,1,78
38.85,19,KS,660,1234567890171790,1,adcymcecwpwfu@kc.rr.com,1,19,0,38.85,-6111,17,0,0,0,0,0,1,0,64
10.36,12,IN,471,1234567890154260,2,scdleczjcvflq@hotmail.com,1,12,1,10.36,4694,9,0,0,1,1,0,2,0,42
12.95,12,OH,441,1234567890139840,3,zahjekegiuyjq@excite.com,1,12,1,12.95,-2245,7,0,0,0,0,0,1,0,23
34.95,18,TN,378,1234567890140020,3,ksvpqfmxaifgb634@direcway.com,1,18,0,34.95,-8040,24,0,0,1,0,0,1,0,23
38.85,17,NJ,76,1234567890178930,3,vtjsodchlnssb@hotmail.com,0,17,1,38.85,1906,8,0,0,1,1,0,1,0,73
0,11,TN,379,1234567890144750,4,antihyknzxmva@choicedata.com,1,11,0,0,-12103,13,0,0,1,1,0,1600,1,29
38.85,20,IN,462,1234567890171800,3,hozhtmfjzykjr@hotmail.com,0,20,0,38.85,5422,22,0,0,1,1,0,1,0,64
38.85,23,SC,293,1234567890153100,2,nsectlqljggds210@bellsouth.net,1,23,0,38.85,-6032,22,0,0,0,0,0,1,0,39
10.36,7,TX,750,1234567890129230,0,ohucvvblukzfr@efx.utc,0,7,0,10.36,-2227,20,0,0,1,1,0,2,0,10
49.95,15,CA,954,1234567890131720,3,upicqbhirfcfh@yahoo.com,0,15,0,49.95,-4143,16,0,0,1,0,0,1,0,13
12.95,23,TX,770,1234567890149250,3,dmuxpxghaqigx@hotmail.com,0,23,0,12.95,-6204,23,1,0,1,1,0,1,0,34
38.85,10,CA,950,1234567890152570,0,ytfunkjqeudqh@earthlink.net,0,11,0,38.85,351,21,0,0,0,0,0,1,0,39
38.85,14,FL,336,1234567890187040,2,edwgkjmxzcuhp@aol.com,1,15,0,38.85,4528,17,0,0,0,0,0,1,0,84
10.36,12,CA,945,1234567890140010,0,ztpvbibpinhjb@comcast.net,0,12,1,10.36,-4085,8,0,0,0,0,0,1,1,25
11.01,19,CA,958,1234567890135850,3,afoamavzbzwzb@jfrbtekjjobfxikr.com,1,19,1,11.01,1702,8,0,0,1,0,0,1,0,18
0,8,LA,707,1234567890151070,4,pugrmyvovmvyp@cbbtr.com,1,8,0,0,4608,13,0,1,1,1,0,364,1,37
0,16,OH,452,1234567890183480,4,iyaccmrvavohb92004@aol.com,0,16,0,0,-768,22,0,0,0,0,0,1,1,79
12.95,21,LA,707,1234567890168860,3,dzhfxcqbgpeuj@yahoo.com,1,21,1,12.95,1097,23,0,0,1,0,0,1,1,90
38.85,11,NJ,70,1234567890179340,3,hltqwpnpdmssj5@yahoo.com,0,11,1,38.85,4066,8,1,0,0,0,0,2,0,74
12.95,12,NY,117,1234567890134970,2,qhzejeputgslu@optonline.net,1,12,0,12.95,350,21,0,0,1,0,0,1,0,17
31.08,8,NY,100,1234567890151010,2,otyaeddchssdo@dss-solutions.com,0,8,1,31.08,2015,15,1,0,0,0,0,1,1,67
,15,CA,925,1234567890127980,2,jrtletohokpom@dkyzeifxjhwhznvnr.com,1,15,1,10.36,272,28,0,0,0,0,0,1,0,8
12.95,18,TX,799,1234567890138980,3,alygwkupniord@sbcglobal.net,1,18,1,12.95,2038,10,0,0,1,1,0,4,0,76
12.95,17,IL,606,1234567890139240,2,gxjqiuohznpqd9@aol.com,0,17,1,12.95,2514,10,0,0,1,1,0,1,1,22
12.95,16,CA,904,1234567890171620,3,dnarkvxxkkkbu321@yahoo.com,0,16,1,12.95,152,8,1,0,0,0,0,1,1,64
0,16,LA,708,1234567890165920,4,zwzihwgzxohnq@cbbtr.com,1,16,0,0,2259,14,0,1,1,1,0,3278,1,56
38.85,11,ND,587,1234567890158600,0,emxqsmcsogefo@tnmgvcl.com,0,11,0,38.85,-7262,18,0,0,1,1,0,1,0,47
31.08,12,CA,925,1234567890168070,0,szwbqejqpguqm@verizon.net,0,12,0,31.08,-1806,9,0,0,1,0,0,1,0,59
31.08,14,CA,941,1234567890178850,3,upfytvguhladt@sbcglobal.net,0,14,1,31.08,5251,6,1,0,0,0,0,1,0,73
31.08,16,AL,350,1234567890156080,0,oydtnktcjpeby@qfsd.com,1,16,1,31.08,2310,15,0,0,0,0,0,1,0,43
,10,VA,232,1234567890158020,3,vpvacbwrskgsh@comcast.net,0,10,0,38.85,-1053,22,0,0,0,0,0,1,0,46
49.95,16,OH,442,1234567890129630,2,khcmovwtrfyie@core.com,0,16,0,49.95,-309,19,0,0,1,0,0,1,0,10
38.85,19,CA,950,1234567890139350,3,eeehdifnahsri@uzlyhjfbs.com,0,19,1,38.85,-10354,9,0,0,0,0,0,1,0,22
38.85,14,AK,996,1234567890176330,3,lftkzcqwvrosm@mtaonline.net,0,14,0,38.85,-95,22,0,0,0,0,0,1,0,70
12.95,18,OH,440,1234567890143250,3,ujvjdcsapbmhx316@alltel.net,0,18,1,12.95,2104,8,0,0,0,1,0,2,0,27
38.85,13,NJ,88,1234567890182490,2,qlbqjjzaajpff@hotmail.com,0,13,0,38.85,2591,26,0,0,1,1,0,1,0,78
38.85,18,NY,121,1234567890139310,0,ojogpbwsnnmbz@fcutg.amc,0,18,1,**,245,9,0,0,0,0,0,1,0,22
49.95,19,HI,967,1234567890131920,3,uezzrgwiildda@hotmail.com,0,19,0,49.95,-7118,19,0,0,1,0,0,1,0,13
12.95,18,CA,917,1234567890180960,3,kugnsubuxdkou@hotmail.com,0,18,0,12.95,781,19,0,0,1,1,0,1,0,76
49.95,17,NJ,87,1234567890130160,3,oohoeihnqoezy@yahoo.com,1,17,0,49.95,4638,17,0,0,1,0,0,1,0,11
11.01,21,CA,917,1234567890167000,3,rojvomtkdoobf@hotmail.com,1,21,1,11.01,2506,21,0,0,0,0,0,1,1,57
